target,target_end_date,location,type,quantile,value,forecast_date,scenario_id
2 wk ahead inc case,2021-03-27,DE,quantile,0.2,85823.1862002582,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.25,88154.0523597277,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.3,90304.8247710341,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.35,92347.8480165808,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.4,94332.1195326805,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.45,96295.272623383,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.5,98269.918,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.55,100287.834764225,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.6,102383.627223658,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.65,104599.0068868,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.7,106989.167998045,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.75,109634.088827215,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.8,112661.713630359,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.85,116303.874816038,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.9,121066.154809197,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.95,128511.660620644,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.975,135366.139437371,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DE,quantile,0.99,143830.541880991,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.01,732.082760613787,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.025,776.240231202738,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.05,816.384369906416,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.1,865.30210655733,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.15,899.984019119695,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.2,928.555766112085,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.25,953.803321238441,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.3,977.071983328053,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.35,999.149843192274,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.4,1020.56935829048,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.45,1041.73814458097,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.5,1063.008,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.55,1084.72027340949,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.6,1107.24514256199,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.65,1131.02726455488,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.7,1156.65340956621,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.75,1184.97202279726,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.8,1217.33809424257,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.85,1256.20317151235,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.9,1306.905343163,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.95,1385.91475247053,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.975,1458.37541323582,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DE,quantile,0.99,1547.49465385557,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.01,70771.6861735106,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.025,76562.7259447909,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.05,81954.2763804568,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.1,88686.2502227461,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.15,93566.3503455093,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.2,97653.2204869433,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.25,101314.464014087,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.3,104730.061819888,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.35,108007.429929179,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.4,111221.037933554,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.45,114429.844600621,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.5,117686.78,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.55,121045.334322779,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.6,124565.70678984,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.65,128322.448367093,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.7,132416.273649762,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.75,136995.4158529,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.8,142299.919203438,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.85,148769.356293781,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.9,157372.735266924,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.95,171148.136941974,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.975,184176.352992525,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DE,quantile,0.99,200717.311768398,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.01,608.925121256623,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.025,657.44874161272,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.05,702.339909816916,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.1,758.008959784057,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.15,798.101341586173,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.2,831.508997612026,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.25,861.308806926071,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.3,889.000772957229,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.35,915.474582742074,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.4,941.341584099644,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.45,967.080169346462,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.5,993.114,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.55,1019.86529553552,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.6,1047.80328263811,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.65,1077.50306650242,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.7,1109.73534423595,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.75,1145.62735854639,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.8,1186.99518467941,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.85,1237.14883469179,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.9,1303.34814441897,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.95,1408.19920196358,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.975,1506.11695633061,2021-03-15,forecast
3 wk ahead inc death,2021-04-03,DE,quantile,0.99,1628.77245024525,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.01,75699.3471188472,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.025,83304.3711138909,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.05,90495.0778556016,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.1,99614.1794964059,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.15,106317.415330065,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.2,111988.349376575,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.25,117111.51205344,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.3,121926.389117064,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.35,126577.749517647,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.4,131167.718671857,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.45,135778.934589605,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.5,140487.41,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.55,145371.805335151,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.6,150522.481837801,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.65,156053.170637363,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.7,162119.39624989,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.75,168952.156296894,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.8,176928.224071855,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.85,186741.960176852,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.9,199934.232421153,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.95,221378.419217492,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.975,242004.688175643,2021-03-15,forecast
4 wk ahead inc case,2021-04-10,DE,quantile,0.99,268648.00223631,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.01,551.530190710464,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.025,605.694115295344,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.05,656.612526506875,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.1,720.779717138317,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.15,767.662209266613,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.2,807.139113878139,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.25,842.658616936115,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.3,875.917604035868,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.35,907.935227129015,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.4,939.423841881201,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.45,970.95309107449,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.5,1003.04,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.55,1036.21260985174,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.6,1071.07055596307,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.65,1108.36157592165,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.7,1149.10083743258,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.75,1194.78761832165,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.8,1247.85566870271,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.85,1312.76984177614,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.9,1399.38831629812,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.95,1538.67381978158,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.975,1670.9608904455,2021-03-15,forecast
4 wk ahead inc death,2021-04-10,DE,quantile,0.99,1839.52878442447,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.01,5389.39713278833,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.025,5809.77722531016,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.05,6197.46197961328,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.1,6676.65272375174,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.15,7020.72155798307,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.2,7306.77858625901,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.25,7561.46114639403,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.3,7797.73056795399,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.35,8023.25458389177,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.4,8243.28300489719,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.45,8461.90450886694,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.5,8682.72,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.55,8909.29772599084,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.6,9145.58271911959,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.65,9396.38968327879,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.7,9668.14971887148,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.75,9970.2458478349,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.8,10317.7653063384,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.85,10738.1593153593,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.9,11291.5303098222,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.95,12164.5968698793,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.975,12976.3369015195,2021-03-15,forecast
1 wk ahead inc case,2021-03-20,DK,quantile,0.99,13988.5083138038,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.01,7.45698772845402,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.025,7.95368312440698,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.05,8.40725085394164,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.1,8.96237889314379,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.15,9.35748438611658,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.2,9.68388759425868,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.25,9.97297139045715,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.3,10.2399248274362,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.35,10.4936715576116,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.4,10.7402640946674,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.45,10.984359218242,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.5,11.23,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.55,11.4811339919183,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.6,11.7420669443888,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.65,12.0179957327256,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.7,12.3158033018075,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.75,12.6454689442581,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.8,13.0229619842726,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.85,13.4772225949006,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.9,14.0713644785177,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.95,15.0004920979459,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.975,15.8559120381607,2021-03-15,forecast
1 wk ahead inc death,2021-03-20,DK,quantile,0.99,16.9120433870079,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.01,7493.14880747369,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.025,8363.72814096963,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.05,9192.9545863449,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.1,10251.5406670117,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.15,11033.8018447212,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.2,11697.8738475365,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.25,12299.3516286421,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.3,12865.808891503,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.35,13413.9784749667,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.4,13955.718352117,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.45,14500.6730975927,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.5,15057.76,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.55,15636.2490686892,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.6,16246.8266051819,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.65,16902.9745083263,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.7,17623.1543721548,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.75,18434.8039688196,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.8,19382.6792092949,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.85,20549.2303929743,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.9,22117.2742305175,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.95,24664.1201245996,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.975,27109.4579350248,2021-03-15,forecast
2 wk ahead inc case,2021-03-27,DK,quantile,0.99,30259.1263090161,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.01,7.26713689207072,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.025,7.96421483278966,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.05,8.61699099063856,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.1,9.43627652159633,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.15,10.0326122334945,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.2,10.5333250872486,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.25,10.9827616397051,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.3,11.4026892794314,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.35,11.8061341646321,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.4,12.202155075568,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.45,12.5979489725094,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.5,13,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.55,13.4148820866621,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.6,13.8500124734837,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.65,14.3145925366728,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.7,14.8210650889916,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.75,15.3877508721511,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.8,16.04431635786,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.85,16.845064482387,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.9,17.9096065713227,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.95,19.6124146101116,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.975,21.2199197972669,2021-03-15,forecast
2 wk ahead inc death,2021-03-27,DK,quantile,0.99,23.2553758804789,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.01,9342.34945236718,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.025,10816.9172840459,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.05,12269.9780132054,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.1,14189.1316013717,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.15,15650.8239128593,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.2,16919.1890434923,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.25,18088.9457111771,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.3,19208.1892685901,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.35,20307.0624812708,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.4,21407.8585446854,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.45,22529.6535904137,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.5,23691.04,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.55,24912.2949906525,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.6,26217.7263134493,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.65,27638.9249700323,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.7,29220.1085918807,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.75,31028.0867245235,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.8,33173.3025051505,2021-03-15,forecast
3 wk ahead inc case,2021-04-03,DK,quantile,0.85,35861.714335719,2021-03-15,forecast
